PRODUCT_LINE,ITEM_NUMBER,ITEM_RANK,BR_ID,2016_01_ACTUAL,2016_01_MSF_FORECAST,2016_01_RF_FORECAST
,,B,85,10,8,8
,,A,81,16,11,12
,,A,82,6,5,5
,,A,83,15,20,17
,,A,84,27,18,18
,,A,85,15,16,15
,,A,81,19,12,12
,,A,82,5,5,5
,,A,83,21,15,15
,,A,84,22,14,14
,,A,85,15,10,10
,,B,81,6,6,5
,,B,82,2,3,3
,,B,83,10,6,5
,,B,84,6,7,6
,,B,85,1,3,3
,,B,81,3,4,4
,,B,82,2,3,2
,,B,83,1,2,2
,,B,84,3,3,3
,,B,85,2,1,2
,,D,81,0,1,1
,,D,82,2,0,0
,,D,83,0,2,1
,,D,84,1,1,1
,,D,85,0,1,1
,,D,81,0,2,1
,,D,82,2,1,1
,,D,83,0,1,2
,,D,84,0,1,1
,,D,85,0,1,1
,,C,81,2,5,5
,,C,82,9,3,3
,,C,83,3,2,2
,,C,84,2,2,2
,,C,85,3,6,6
,,C,81,17,6,6
,,C,82,9,3,4
,,C,83,1,1,1
,,C,84,4,3,3
,,C,85,0,7,9
,,C,81,5,1,1
,,C,82,0,1,1
,,C,83,0,1,1
,,C,84,0,3,3
,,C,85,0,1,1
,,C,81,7,3,2
,,C,82,0,2,1
,,C,83,0,3,3
,,C,84,0,3,3
,,C,85,0,2,1
,,A,81,10,10,10
,,A,82,8,5,4
,,A,83,3,8,8
,,A,84,8,8,8
,,A,85,8,11,11
,,A,81,19,13,13
,,A,82,4,6,4
,,A,83,7,9,8
,,A,84,8,14,14
,,A,85,11,13,12
,,A,81,41,66,59
,,A,82,31,33,33
,,A,83,12,20,16
,,A,84,30,30,29
,,A,85,10,34,30
,,A,81,48,77,67
,,A,82,31,40,38
,,A,83,14,22,20
,,A,84,22,30,26
,,A,85,9,41,39
,,A,81,9,17,15
,,A,82,24,24,23
,,A,83,2,11,12
,,A,84,2,5,5
,,A,85,15,15,15
,,A,81,20,17,15
,,A,82,22,25,23
,,A,83,13,12,13
,,A,84,6,5,6
,,A,85,4,16,17
,,C,81,1,2,2
,,C,82,1,1,1
,,C,83,1,5,4
,,C,84,4,3,3
,,C,85,0,4,3
,,C,81,1,0,1
,,C,82,0,0,1
,,C,83,1,2,2
,,C,84,1,1,1
,,C,85,0,2,2
,,B,81,8,6,6
,,B,82,3,3,3
,,B,83,6,3,3
,,B,84,14,12,12
,,B,85,6,6,6
,,B,81,11,6,5
,,B,82,2,3,3
,,B,83,4,3,3
,,B,84,6,9,8
,,B,85,3,5,5
,,C,81,3,2,1
,,C,82,3,2,2
,,C,83,6,9,6
,,C,84,7,4,3
,,C,85,0,2,2
,,C,81,10,1,1
,,C,82,3,2,1
,,C,83,0,4,3
,,C,84,2,3,2
,,C,85,0,1,1
,,C,81,3,2,2
,,C,82,1,1,1
,,C,83,1,6,4
,,C,84,5,4,3
,,C,85,1,1,1
,,C,81,2,2,2
,,C,82,3,1,1
,,C,83,2,5,3
,,C,84,3,2,2
,,C,85,1,1,1
,,C,81,1,2,1
,,C,82,0,1,1
,,C,83,2,1,1
,,C,84,4,1,1
,,C,85,3,1,1
,,C,81,1,1,1
,,C,82,3,1,1
,,C,83,0,1,1
,,C,84,1,0,0
,,C,85,0,1,1
,,D,81,2,0,0
,,D,82,0,0,1
,,D,83,3,2,2
,,D,84,0,0,0
,,D,85,2,1,0
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,1,0,0
,,D,85,0,0,1
,,D,81,0,1,1
,,D,82,0,1,1
,,D,83,0,1,0
,,D,84,0,1,0
,,D,85,0,1,1
,,D,81,0,1,1
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,0,0,0
,,D,81,1,1,1
,,D,82,0,0,0
,,D,83,0,1,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,0,1,0
,,D,84,0,0,0
,,D,85,0,1,1
,,C,81,2,2,2
,,C,82,9,4,3
,,C,83,0,1,1
,,C,84,1,1,1
,,C,85,0,1,1
,,C,81,0,3,2
,,C,82,12,4,4
,,C,83,0,1,1
,,C,84,0,1,1
,,C,85,0,1,1
,,B,81,3,5,5
,,B,82,8,8,7
,,B,83,7,6,5
,,B,84,6,4,4
,,B,85,14,10,10
,,B,81,0,3,2
,,B,82,4,7,7
,,B,83,7,4,4
,,B,84,5,3,3
,,B,85,5,5,5
,,B,81,13,20,13
,,B,82,4,6,5
,,B,83,1,4,2
,,B,84,5,4,4
,,B,85,0,4,3
,,B,81,24,11,6
,,B,82,3,9,8
,,B,83,3,3,3
,,B,84,6,6,5
,,B,85,1,4,3
,,B,81,33,18,16
,,B,82,6,12,10
,,B,83,2,3,3
,,B,84,8,6,5
,,B,85,2,8,7
,,B,81,22,32,26
,,B,82,10,16,14
,,B,83,4,7,7
,,B,84,8,8,7
,,B,85,2,6,5
,,C,81,0,3,2
,,C,82,0,2,2
,,C,83,2,2,1
,,C,84,0,1,1
,,C,85,1,5,3
,,C,81,0,4,3
,,C,82,1,3,3
,,C,83,1,3,3
,,C,84,1,2,2
,,C,85,0,7,5
,,B,81,6,10,10
,,B,82,3,7,6
,,B,83,2,8,6
,,B,84,3,12,11
,,B,85,0,7,5
,,B,81,3,8,7
,,B,82,2,7,6
,,B,83,0,7,5
,,B,84,5,9,8
,,B,85,0,4,3
,,D,81,1,1,1
,,D,82,1,1,1
,,D,83,0,2,1
,,D,84,2,1,1
,,D,85,0,1,1
,,D,81,0,1,1
,,D,82,1,1,1
,,D,83,0,2,1
,,D,84,1,1,1
,,D,85,0,1,1
,,D,81,4,2,2
,,D,82,1,3,1
,,D,83,0,1,1
,,D,84,0,2,1
,,D,85,0,1,1
,,D,81,1,2,1
,,D,82,1,2,1
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,0,1,0
,,D,81,0,0,0
,,D,82,1,1,0
,,D,83,0,2,1
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,1,0
,,D,82,0,0,0
,,D,83,3,1,1
,,D,84,0,0,0
,,D,85,0,0,0
,,B,81,13,5,5
,,B,82,2,5,3
,,B,83,0,4,4
,,B,84,7,3,3
,,B,85,2,4,3
,,B,81,7,2,2
,,B,82,3,4,4
,,B,83,2,3,3
,,B,84,4,2,2
,,B,85,3,2,2
,,C,81,1,2,1
,,C,82,4,4,4
,,C,83,1,3,3
,,C,84,3,3,2
,,C,85,1,2,2
,,C,81,2,2,2
,,C,82,4,5,4
,,C,83,0,2,2
,,C,84,4,4,4
,,C,85,0,2,2
,,A,81,13,15,13
,,A,82,3,11,11
,,A,83,27,27,24
,,A,84,10,22,18
,,A,85,3,9,9
,,A,81,3,6,6
,,A,82,1,8,6
,,A,83,3,16,9
,,A,84,12,12,11
,,A,85,1,5,4
,,B,81,11,10,9
,,B,82,3,10,9
,,B,83,10,10,7
,,B,84,18,14,11
,,B,85,16,10,8
,,B,81,4,6,5
,,B,82,3,7,5
,,B,83,5,5,4
,,B,84,11,10,10
,,B,85,0,4,3
,,C,81,1,2,2
,,C,82,0,1,1
,,C,83,1,1,1
,,C,84,2,3,2
,,C,85,0,2,2
,,C,81,7,2,2
,,C,82,0,1,1
,,C,83,2,2,1
,,C,84,2,3,3
,,C,85,2,2,2
,,A,81,36,17,19
,,A,82,32,24,21
,,A,83,27,26,20
,,A,84,32,26,19
,,A,85,21,23,18
,,A,81,37,13,13
,,A,82,13,15,14
,,A,83,21,12,11
,,A,84,34,14,12
,,A,85,23,15,14
,,C,81,4,1,1
,,C,82,1,4,2
,,C,83,3,2,1
,,C,84,4,4,4
,,C,85,1,2,2
,,C,81,1,2,2
,,C,82,1,2,2
,,C,83,4,2,1
,,C,84,2,2,2
,,C,85,2,2,2
,,B,81,2,5,5
,,B,82,0,8,7
,,B,83,7,8,5
,,B,84,4,8,7
,,B,85,5,3,3
,,B,81,1,4,4
,,B,82,2,5,4
,,B,83,5,6,5
,,B,84,7,8,6
,,B,85,1,2,2
,,C,81,2,2,3
,,C,82,0,1,1
,,C,83,8,3,2
,,C,84,3,1,1
,,C,85,0,1,1
,,C,81,0,0,1
,,C,82,0,2,2
,,C,83,1,2,2
,,C,84,2,2,1
,,C,85,2,2,1
,,C,81,3,4,3
,,C,82,0,3,2
,,C,83,5,2,2
,,C,84,4,4,4
,,C,85,3,2,2
,,C,81,0,2,2
,,C,82,3,2,2
,,C,83,9,2,2
,,C,84,4,2,2
,,C,85,1,2,1
,,C,81,1,4,4
,,C,82,7,4,3
,,C,83,2,3,4
,,C,84,2,4,3
,,C,85,0,2,2
,,C,81,0,2,3
,,C,82,6,5,3
,,C,83,3,3,2
,,C,84,1,3,3
,,C,85,0,2,1
,,D,81,0,1,1
,,D,82,2,1,1
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,0,1,1
,,D,81,1,1,1
,,D,82,0,1,1
,,D,83,0,2,1
,,D,84,3,2,1
,,D,85,0,3,1
,,C,81,2,2,2
,,C,82,12,4,4
,,C,83,0,5,5
,,C,84,3,3,2
,,C,85,2,2,1
,,C,81,5,2,1
,,C,82,11,3,2
,,C,83,1,3,3
,,C,84,4,2,2
,,C,85,0,2,2
,,C,81,4,5,4
,,C,82,0,1,1
,,C,83,1,3,2
,,C,84,7,7,6
,,C,85,1,3,2
,,B,81,2,3,3
,,B,82,3,3,3
,,B,83,0,1,1
,,B,84,3,5,4
,,B,85,0,3,3
,,D,81,1,2,2
,,D,82,0,0,0
,,D,83,1,1,0
,,D,84,0,1,1
,,D,85,0,2,1
,,D,81,3,1,1
,,D,82,0,0,0
,,D,83,1,1,0
,,D,84,1,1,1
,,D,85,0,0,0
,,B,81,14,21,19
,,B,82,3,8,8
,,B,83,1,2,2
,,B,84,4,4,3
,,B,85,0,7,6
,,B,81,11,26,26
,,B,82,3,7,6
,,B,83,1,3,3
,,B,84,2,4,5
,,B,85,0,8,7
,,C,81,2,2,2
,,C,82,0,2,2
,,C,83,1,3,2
,,C,84,1,5,4
,,C,85,0,4,3
,,C,81,1,2,1
,,C,82,0,3,2
,,C,83,0,5,3
,,C,84,1,6,4
,,C,85,1,3,2
,,D,81,1,2,1
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,1,0
,,D,82,0,2,1
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,1,0,0
,,D,81,4,1,1
,,D,82,1,0,0
,,D,83,2,1,1
,,D,84,0,1,1
,,D,85,2,1,1
,,D,81,1,0,0
,,D,82,1,1,1
,,D,83,0,0,0
,,D,84,0,1,1
,,D,85,0,1,0
,,D,81,0,0,0
,,D,82,1,1,1
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,0,1,1
,,D,81,1,0,0
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,1,0,0
,,D,85,1,1,1
,,D,81,0,1,0
,,D,82,1,1,1
,,D,83,0,4,1
,,D,84,0,0,0
,,D,85,0,1,0
,,D,81,1,0,0
,,D,82,0,2,2
,,D,83,0,3,2
,,D,84,0,0,0
,,D,85,1,1,0
,,D,81,0,1,1
,,D,82,0,1,0
,,D,83,2,1,1
,,D,84,0,0,0
,,D,85,5,2,1
,,D,81,1,0,0
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,0,0
,,D,82,0,1,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,1,0,0
,,C,81,1,1,1
,,C,82,1,3,2
,,C,83,0,1,1
,,C,84,0,2,1
,,C,85,2,1,1
,,C,81,3,1,1
,,C,82,0,3,4
,,C,83,0,1,1
,,C,84,2,1,1
,,C,85,1,1,1
,,D,81,0,1,1
,,D,82,1,1,1
,,D,83,0,1,0
,,D,84,1,0,0
,,D,85,0,0,0
,,D,81,0,1,1
,,D,82,2,1,1
,,D,83,0,1,1
,,D,84,1,0,0
,,D,85,0,0,0
,,C,81,2,1,1
,,C,82,0,2,2
,,C,83,0,2,1
,,C,84,4,2,2
,,C,85,0,1,1
,,C,81,1,2,1
,,C,82,4,1,2
,,C,83,2,2,2
,,C,84,1,2,2
,,C,85,0,0,1
,,D,81,0,0,0
,,D,82,0,1,1
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,0,0
,,D,82,1,1,0
,,D,83,0,0,0
,,D,84,0,1,1
,,D,85,0,0,0
,,C,81,0,3,3
,,C,82,0,2,2
,,C,83,0,2,2
,,C,84,2,2,1
,,C,85,0,1,1
,,C,81,0,1,1
,,C,82,1,1,1
,,C,83,1,2,2
,,C,84,2,1,1
,,C,85,0,1,1
,,B,81,6,7,7
,,B,82,5,6,5
,,B,83,12,9,9
,,B,84,6,4,4
,,B,85,1,4,4
,,B,81,3,4,5
,,B,82,2,8,6
,,B,83,10,6,3
,,B,84,2,2,2
,,B,85,0,2,2
,,C,81,5,1,1
,,C,82,0,2,1
,,C,83,3,4,2
,,C,84,0,2,1
,,C,85,2,1,1
,,C,81,2,1,1
,,C,82,3,2,1
,,C,83,0,3,3
,,C,84,1,1,1
,,C,85,1,1,1
,,C,81,0,1,1
,,C,82,0,1,1
,,C,83,2,1,1
,,C,84,0,0,1
,,C,85,1,1,1
,,C,81,0,1,1
,,C,82,2,1,1
,,C,83,0,2,2
,,C,84,0,0,1
,,C,85,0,1,1
,,B,81,5,4,4
,,B,82,1,3,3
,,B,83,1,3,3
,,B,84,1,2,2
,,B,85,2,5,4
,,B,81,3,5,5
,,B,82,2,3,3
,,B,83,2,3,3
,,B,84,4,2,2
,,B,85,8,3,3
,,D,81,0,0,0
,,D,82,3,1,1
,,D,83,2,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,0,0
,,D,82,3,1,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,1,0,0
,,D,82,3,1,1
,,D,83,1,0,0
,,D,84,0,0,0
,,D,85,0,0,1
,,D,81,0,0,0
,,D,82,4,0,1
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,1,1,1
,,C,81,8,3,3
,,C,82,2,4,2
,,C,83,2,3,2
,,C,84,5,6,4
,,C,85,5,2,2
,,C,81,1,3,2
,,C,82,1,1,2
,,C,83,2,4,3
,,C,84,4,4,3
,,C,85,1,2,2
,,C,81,0,8,6
,,C,82,1,3,3
,,C,83,2,4,3
,,C,84,6,6,6
,,C,85,0,4,2
,,C,81,3,5,3
,,C,82,1,3,3
,,C,83,1,4,2
,,C,84,7,7,7
,,C,85,2,2,2
,,C,81,2,3,2
,,C,82,0,1,1
,,C,83,0,2,1
,,C,84,4,4,3
,,C,85,1,3,2
,,C,81,1,1,2
,,C,82,0,1,1
,,C,83,1,1,1
,,C,84,0,3,3
,,C,85,2,1,1
,,B,81,6,9,9
,,B,82,2,9,7
,,B,83,2,5,5
,,B,84,8,14,13
,,B,85,0,5,4
,,B,81,4,6,6
,,B,82,1,6,5
,,B,83,3,4,4
,,B,84,8,8,8
,,B,85,1,6,5
,,D,81,0,2,2
,,D,82,1,1,1
,,D,83,0,3,2
,,D,84,4,3,3
,,D,85,0,1,1
,,D,81,0,2,2
,,D,82,1,1,1
,,D,83,2,2,1
,,D,84,0,2,2
,,D,85,0,0,1
,,B,81,12,10,9
,,B,82,1,4,3
,,B,83,1,12,7
,,B,84,15,19,18
,,B,85,0,11,9
,,B,81,23,11,9
,,B,82,3,5,4
,,B,83,3,9,5
,,B,84,3,16,12
,,B,85,1,10,9
,,C,81,0,4,4
,,C,82,0,0,1
,,C,83,2,4,3
,,C,84,0,3,2
,,C,85,1,1,1
,,C,81,0,2,2
,,C,82,1,1,1
,,C,83,3,4,3
,,C,84,3,2,2
,,C,85,0,1,1
,,C,81,4,4,4
,,C,82,1,2,2
,,C,83,0,3,2
,,C,84,6,6,6
,,C,85,0,7,6
,,C,81,3,3,4
,,C,82,1,2,2
,,C,83,3,2,2
,,C,84,3,5,5
,,C,85,0,3,4
,,B,81,6,16,10
,,B,82,3,8,8
,,B,83,7,5,5
,,B,84,23,18,16
,,B,85,3,7,6
,,B,81,1,6,4
,,B,82,6,6,5
,,B,83,4,5,3
,,B,84,7,11,9
,,B,85,4,4,3
,,A,81,23,18,9
,,A,82,2,11,8
,,A,83,11,17,12
,,A,84,21,18,15
,,A,85,8,19,15
,,A,81,26,15,13
,,A,82,3,5,4
,,A,83,16,11,8
,,A,84,11,11,10
,,A,85,17,10,9
,,B,81,36,16,14
,,B,82,2,7,7
,,B,83,11,16,16
,,B,84,4,11,11
,,B,85,1,9,8
,,B,81,16,12,12
,,B,82,0,7,6
,,B,83,15,16,15
,,B,84,6,8,6
,,B,85,0,3,3
,,C,81,6,6,5
,,C,82,0,1,1
,,C,83,2,6,6
,,C,84,8,4,4
,,C,85,1,1,1
,,N,81,3,2,3
,,N,82,0,1,1
,,N,83,6,4,3
,,N,84,3,3,3
,,N,85,0,1,1
,,B,81,2,4,4
,,B,82,2,3,3
,,B,83,2,4,4
,,B,84,5,6,5
,,B,85,2,3,4
,,B,81,16,5,5
,,B,82,2,3,3
,,B,83,1,6,4
,,B,84,8,11,10
,,B,85,0,3,3
,,D,81,0,1,1
,,D,82,1,1,0
,,D,83,3,1,1
,,D,84,0,2,2
,,D,85,0,1,1
,,D,81,0,0,0
,,D,82,0,2,1
,,D,83,4,1,1
,,D,84,1,1,1
,,D,85,0,1,0
,,C,81,0,2,2
,,C,82,0,1,1
,,C,83,3,6,4
,,C,84,2,6,5
,,C,85,2,7,4
,,C,81,0,1,1
,,C,82,1,1,1
,,C,83,1,6,4
,,C,84,1,1,1
,,C,85,1,1,1
,,A,81,21,13,12
,,A,82,3,7,6
,,A,83,24,15,15
,,A,84,6,13,13
,,A,85,8,14,12
,,A,81,50,13,13
,,A,82,5,7,7
,,A,83,29,16,13
,,A,84,30,12,10
,,A,85,30,15,14
,,B,81,2,5,5
,,B,82,2,3,3
,,B,83,2,4,4
,,B,84,2,4,3
,,B,85,2,3,3
,,B,81,5,4,4
,,B,82,4,2,2
,,B,83,0,3,2
,,B,84,4,3,3
,,B,85,0,3,3
,,D,81,1,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,0,1,1
,,D,81,0,1,1
,,D,82,1,1,1
,,D,83,0,2,1
,,D,84,0,1,0
,,D,85,0,1,1
,,D,81,17,6,6
,,D,82,1,1,1
,,D,83,4,4,3
,,D,84,0,2,3
,,D,85,3,4,4
,,D,81,38,9,9
,,D,82,1,1,1
,,D,83,8,4,4
,,D,84,2,2,2
,,D,85,7,3,3
,,B,81,18,21,18
,,B,82,2,14,13
,,B,83,4,5,5
,,B,84,8,11,10
,,B,85,8,10,9
,,B,81,29,20,17
,,B,82,7,20,14
,,B,83,7,8,6
,,B,84,5,12,12
,,B,85,9,10,9
,,B,81,11,16,12
,,B,82,5,6,5
,,B,83,4,6,5
,,B,84,14,19,17
,,B,85,3,8,7
,,B,81,11,16,12
,,B,82,4,6,6
,,B,83,2,8,5
,,B,84,17,21,19
,,B,85,5,8,7
,,C,81,7,2,2
,,C,82,0,1,2
,,C,83,0,2,2
,,C,84,0,3,2
,,C,85,1,1,1
,,C,81,14,2,2
,,C,82,0,1,1
,,C,83,0,1,1
,,C,84,1,2,2
,,C,85,0,1,1
,,D,81,1,1,1
,,D,82,0,1,1
,,D,83,1,2,2
,,D,84,1,1,1
,,D,85,5,2,1
,,D,81,18,1,1
,,D,82,1,0,0
,,D,83,0,1,1
,,D,84,2,0,0
,,D,85,0,0,0
,,A,81,14,10,10
,,A,82,5,9,9
,,A,83,3,21,16
,,A,84,4,12,12
,,A,85,5,7,6
,,A,81,5,8,7
,,A,82,8,7,6
,,A,83,3,13,13
,,A,84,10,7,7
,,A,85,2,4,4
,,B,81,5,5,5
,,B,82,17,15,14
,,B,83,3,8,5
,,B,84,12,4,3
,,B,85,1,1,1
,,A,81,4,5,5
,,A,82,6,13,12
,,A,83,4,8,6
,,A,84,8,3,3
,,A,85,1,2,1
,,C,81,0,1,1
,,C,82,1,5,4
,,C,83,0,4,3
,,C,84,1,1,1
,,C,85,0,1,1
,,C,81,0,2,2
,,C,82,2,5,5
,,C,83,5,3,3
,,C,84,2,1,1
,,C,85,0,1,1
,,D,81,32,3,3
,,D,82,2,3,3
,,D,83,0,1,1
,,D,84,10,5,5
,,D,85,0,2,1
,,D,81,8,3,3
,,D,82,1,2,2
,,D,83,0,1,1
,,D,84,6,6,6
,,D,85,0,1,1
,,B,81,9,7,6
,,B,82,3,5,4
,,B,83,5,6,7
,,B,84,2,4,3
,,B,85,0,2,2
,,B,81,2,5,4
,,B,82,4,6,5
,,B,83,3,3,3
,,B,84,1,3,3
,,B,85,1,2,2
,,A,81,31,24,24
,,A,82,24,34,31
,,A,83,13,8,7
,,A,84,17,14,12
,,A,85,8,17,15
,,A,81,10,33,25
,,A,82,21,42,40
,,A,83,6,9,9
,,A,84,14,12,12
,,A,85,6,18,16
,,A,81,17,17,16
,,A,82,25,19,16
,,A,83,10,7,6
,,A,84,17,24,21
,,A,85,6,15,11
,,A,81,15,16,14
,,A,82,38,21,18
,,A,83,3,7,6
,,A,84,26,27,22
,,A,85,6,8,6
,,A,81,8,6,6
,,A,82,7,5,5
,,A,83,2,8,5
,,A,84,6,10,9
,,A,85,8,4,4
,,A,81,13,13,9
,,A,82,15,11,11
,,A,83,0,14,6
,,A,84,15,17,15
,,A,85,4,8,6
,,B,81,8,19,14
,,B,82,6,24,24
,,B,83,9,19,15
,,B,84,8,15,14
,,B,85,5,18,12
,,B,81,4,18,15
,,B,82,21,28,29
,,B,83,5,18,15
,,B,84,11,12,11
,,B,85,5,17,14
,,B,81,13,8,9
,,B,82,2,12,10
,,B,83,30,12,12
,,B,84,15,12,11
,,B,85,3,9,7
,,B,81,12,4,4
,,B,82,1,9,9
,,B,83,22,13,12
,,B,84,12,8,7
,,B,85,5,6,5
,,A,81,83,48,44
,,A,82,77,104,85
,,A,83,68,37,35
,,A,84,76,44,44
,,A,85,23,47,42
,,A,81,47,33,32
,,A,82,50,69,56
,,A,83,22,33,22
,,A,84,35,28,25
,,A,85,7,30,27
,,B,81,5,3,3
,,B,82,0,5,4
,,B,83,8,3,3
,,B,84,1,3,3
,,B,85,8,5,4
,,B,81,5,2,2
,,B,82,5,5,4
,,B,83,11,4,4
,,B,84,4,3,3
,,B,85,3,4,3
,,B,81,2,4,4
,,B,82,6,2,2
,,B,83,1,7,5
,,B,84,6,5,4
,,B,85,16,15,13
,,B,81,1,5,4
,,B,82,8,3,3
,,B,83,1,7,4
,,B,84,7,7,5
,,B,85,8,11,7
,,B,81,1,2,2
,,B,82,2,4,4
,,B,83,2,3,2
,,B,84,13,2,2
,,B,85,13,6,7
,,B,81,2,2,2
,,B,82,3,3,3
,,B,83,2,2,2
,,B,84,2,2,2
,,B,85,4,4,4
,,C,81,0,2,2
,,C,82,0,2,2
,,C,83,2,1,1
,,C,84,0,1,1
,,C,85,2,2,1
,,C,81,0,1,1
,,C,82,0,2,2
,,C,83,0,1,1
,,C,84,0,1,1
,,C,85,2,2,2
,,B,81,8,3,2
,,B,82,7,5,4
,,B,83,2,5,5
,,B,84,10,5,5
,,B,85,10,14,15
,,B,81,7,6,5
,,B,82,4,4,4
,,B,83,2,4,4
,,B,84,3,8,7
,,B,85,21,10,12
,,B,81,5,3,3
,,B,82,1,4,3
,,B,83,1,7,5
,,B,84,1,5,5
,,B,85,0,2,1
,,B,81,8,3,3
,,B,82,1,3,3
,,B,83,4,7,7
,,B,84,7,4,3
,,B,85,1,3,3
,,B,81,1,4,3
,,B,82,2,4,3
,,B,83,2,1,1
,,B,84,3,4,4
,,B,85,1,0,1
,,B,81,1,5,4
,,B,82,4,4,3
,,B,83,3,1,1
,,B,84,4,4,4
,,B,85,2,1,1
,,C,81,1,3,3
,,C,82,2,3,2
,,C,83,1,3,3
,,C,84,0,1,1
,,C,85,1,1,1
,,C,81,0,2,2
,,C,82,0,2,2
,,C,83,2,3,3
,,C,84,1,1,1
,,C,85,1,1,1
,,B,81,7,4,4
,,B,82,4,4,4
,,B,83,5,3,2
,,B,84,3,2,2
,,B,85,4,3,3
,,B,81,3,5,5
,,B,82,15,6,5
,,B,83,9,4,3
,,B,84,0,2,2
,,B,85,4,2,2
,,C,81,0,3,3
,,C,82,2,2,2
,,C,83,6,4,3
,,C,84,3,7,6
,,C,85,1,2,2
,,C,81,1,1,1
,,C,82,1,1,1
,,C,83,2,2,1
,,C,84,3,3,2
,,C,85,1,1,1
,,C,81,1,3,2
,,C,82,0,3,2
,,C,83,0,2,2
,,C,84,1,3,2
,,C,85,0,5,4
,,C,81,1,1,1
,,C,82,0,1,1
,,C,83,3,2,1
,,C,84,1,1,1
,,C,85,0,1,1
,,B,81,3,3,4
,,B,82,2,3,2
,,B,83,8,3,3
,,B,84,3,4,3
,,B,85,8,3,3
,,B,81,0,2,2
,,B,82,2,2,2
,,B,83,1,3,2
,,B,84,4,3,3
,,B,85,0,1,1
,,B,81,1,1,1
,,B,82,1,2,2
,,B,83,0,3,2
,,B,84,0,2,2
,,B,85,3,1,1
,,B,81,1,1,1
,,B,82,2,2,2
,,B,83,0,2,2
,,B,84,0,2,2
,,B,85,0,1,1
,,D,81,0,0,0
,,D,82,1,0,0
,,D,83,0,1,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,0,0,0
,,D,82,1,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,B,81,12,15,14
,,B,82,1,4,3
,,B,83,11,6,5
,,B,84,1,6,7
,,B,85,1,2,2
,,B,81,25,18,14
,,B,82,1,4,3
,,B,83,15,10,10
,,B,84,6,7,7
,,B,85,2,3,3
,,C,81,10,4,5
,,C,82,0,0,1
,,C,83,0,1,1
,,C,84,1,4,4
,,C,85,1,1,1
,,C,81,3,3,3
,,C,82,2,1,1
,,C,83,0,3,2
,,C,84,1,2,2
,,C,85,0,1,1
,,B,81,12,12,11
,,B,82,2,3,2
,,B,83,5,7,5
,,B,84,6,7,6
,,B,85,0,1,1
,,B,81,19,15,15
,,B,82,1,3,3
,,B,83,3,9,6
,,B,84,3,6,6
,,B,85,0,1,1
,,A,81,31,19,16
,,A,82,9,9,8
,,A,83,56,33,26
,,A,84,4,11,11
,,A,85,17,6,6
,,A,81,30,15,15
,,A,82,3,6,5
,,A,83,38,37,28
,,A,84,7,11,12
,,A,85,10,7,7
,,C,81,4,2,2
,,C,82,0,1,1
,,C,83,1,4,3
,,C,84,2,2,2
,,C,85,5,1,1
,,C,81,1,1,1
,,C,82,1,1,1
,,C,83,1,3,2
,,C,84,1,2,2
,,C,85,1,1,1
,,B,81,35,19,17
,,B,82,3,5,5
,,B,83,11,18,14
,,B,84,9,9,8
,,B,85,2,8,7
,,B,81,24,12,11
,,B,82,1,3,3
,,B,83,13,15,13
,,B,84,3,5,5
,,B,85,3,5,4
,,C,81,3,2,2
,,C,82,0,1,1
,,C,83,0,1,1
,,C,84,2,2,2
,,C,85,0,3,2
,,C,81,3,2,3
,,C,82,0,1,1
,,C,83,0,2,2
,,C,84,2,2,2
,,C,85,0,1,1
,,B,81,1,3,3
,,B,82,2,2,2
,,B,83,22,15,12
,,B,84,2,1,2
,,B,85,7,4,3
,,B,81,2,1,2
,,B,82,1,1,1
,,B,83,14,13,12
,,B,84,6,1,1
,,B,85,2,2,2
,,C,81,1,1,1
,,C,82,0,1,1
,,C,83,3,1,1
,,C,84,1,0,1
,,C,85,0,0,0
,,C,81,1,1,1
,,C,82,0,1,1
,,C,83,2,1,1
,,C,84,1,0,0
